uid,R,F,M,R_score,F_score,M_score
15c75e2499134d14,5,1,25,3,1,1
e71e93ac3f8bfbe7,3,1,2499,4,1,3
3ab060c01c323d98,6,1,47.79999923706055,2,1,1
230504b95a92c0f8,0,1,309,1,1,1
9ae2dbf269ed51f3,9,1,29,1,1,1
cd81d5eaa5f33db4,7,1,36.79999923706055,2,1,1
91811c34e256d1fd,3,1,169,4,1,1
db40793cfe312caf4241daef0c474f9c73053e4f,7,1,749,2,1,2
fe4458e06946860d,9,1,429,1,1,1
e6db7754bcce087f1b833da74931c263745bcd66,10,1,129,1,1,1
865787046719346-7c03ab3b327e,3,1,2499,4,1,3
584f297607b52143,7,1,6148,2,1,4
ed9e38d7dd224329,5,1,1099,3,1,3
3b66cb4e03f15367,0,1,569,1,1,2
32808249b8e4f061,10,1,20,1,1,1
51c63e5766d59251,6,1,219,2,1,1
5c1ecadce004b21e55004a4bee2977805882a87d,5,1,48.900001525878906,3,1,1
94a07dab6cd88d65c25aba78b6d3574a40d517f1,0,1,1309.7099609375,1,1,3
862780044144354-0c20d38a7e3d,9,1,190,1,1,1
fa1237538a2ff957118d8e7da2fff1ba9446dcb8,3,1,1099,4,1,3
06348aa7db5835f5,0,1,60,1,1,1
1bf1fbb6d0d7d63d,7,1,69,2,1,1
6ed846bf94d1a815,1,1,3199,5,1,3
867684045344226-dc16b2d1f836,6,1,34.900001525878906,2,1,1
4c02f5435ee46c02d5136506189c890eee4c8e66,4,1,2999,3,1,3
8594603194b252e1,10,1,3999,1,1,3
fbfeb5da1a0919ff,4,1,329,3,1,1
c418d445f6fd36e2,5,1,3950,3,1,3
e7ce92fd63435c8f,2,1,68,4,1,1
219573e8715fa8612254ecc609f10a99fdc6a90c,8,1,99,2,1,1
e38557cefaa1d8a9,6,1,2399,2,1,3
ebae85ea5138fed3bc91b9d7233088b887abc84d,6,1,499,2,1,1
ef23256e172c606eddbd2923d1f0ae26c8e38d57,5,1,54,3,1,1
869431041613248-4459e356fab4,5,1,78,3,1,1
8c096c7f604d614b,3,1,36.79999923706055,4,1,1
9b5f49d45a24f6bc,5,1,298,3,1,1
dbf91565f230e24132a15e8c920453fc8abaf164,3,1,129,4,1,1
dfc05d403f53a2387a281085a74a585fb10463c9,0,1,80,1,1,1
0802958deeb167d1,0,1,24.899999618530273,1,1,1
ae7068d024d814ca,9,1,99,1,1,1
A000006E9FA782-70d9233f4fb0,11,1,528,1,1,2
867676046569173-044a6c2ca66f,3,1,39,4,1,1
7cb1b6b77da6ed7d,0,1,39.900001525878906,1,1,1
9bf6e2eafa7fd83d23820963d01b5da7a7c628e9,7,1,129,2,1,1
fe29b5f363b8f3f8eaf19ee65e0b6e279f8e625f,0,1,209,1,1,1
34d80ecf11fe53a36d68f0581d0bf5c458ffe757,0,1,118,1,1,1
fd5df902e2a3282bd132e4916036781fce20a096,4,1,168,3,1,1
c12f7b489a421ae1102fbc2dec92443b1093a843,1,1,29.799999237060547,5,1,1
5b2a6a441eca6243,5,1,188,3,1,1
d8d5cfb4727cb6be,8,1,59.5,2,1,1
863175042059911-488764107051,9,1,249,1,1,1
b29392c7b90c53f9,2,1,3099,4,1,3
ceb4094598c8e4e6,9,1,96,1,1,1
a07aa45f99900699,7,1,69,2,1,1
3c5adc8c4405565af4972053727a0399c41daa9a,6,1,49,2,1,1
a92398381cfa42bc,7,1,2099,2,1,3
868290038122477-e40eeee421cc,9,1,93,1,1,1
2b61e895d12dd07a,7,1,159,2,1,1
52c405baa558b01e823cef36f33abdf3350b907d,5,1,8.899999618530273,3,1,1
867938041006878-20311c8c0931,5,1,3299,3,1,3
7d13636ec7d86db7d679e6b6fda05cecb35599b7,9,1,59.900001525878906,1,1,1
a518dec9457528b962524302f5874dc3f8f16652,0,1,99,1,1,1
1bc57b941b50d409,7,1,5999,2,1,4
868778049120050-fc9435c80f97,11,1,12000,1,1,5
20468a617196b088,5,1,398,3,1,1
2e3f85eb9ca8909a0b73c61cbf4f920605021b77,4,1,28.899999618530273,3,1,1
7d7ab51791543402,3,1,16.899999618530273,4,1,1
caae439939553b93,5,1,1949,3,1,3
5a0716d334f2166d36ca5b4f8551abec8c385b1a,1,1,32.88999938964844,5,1,1
e1ec7de2cb74c6fd,5,1,4299,3,1,3
21d346a98e6d0d04829b332292923b4fe60b64d3,3,1,13,4,1,1
860044044853502-847637d18db4,1,1,49.900001525878906,5,1,1
e8feb609c58e9fe5,6,1,39,2,1,1
99001584436747-a4451939f385,8,1,56,2,1,1
c1f2db44bfa0d068,8,1,8.899999618530273,2,1,1
bab6b4c6be03b6a6,3,1,89,4,1,1
867910036498790-e4a7c5fbeb16,8,1,395,2,1,1
7854bce0deaf3868b29f3a708210e017037fe3cb,8,1,8799,2,1,4
858acbf73f64cb8a,8,1,19,2,1,1
bc18366e81e982a03725c28b3676aeae0bb7615f,3,1,1,4,1,1
ca58b4bdce87f552,10,1,24.899999618530273,1,1,1
86b2c532b93e05ab,11,1,189,1,1,1
863519048710219-08b3af24e013,4,1,3999,3,1,3
40b3ce8cda05aacb9ecdd4c751e46d2bb2e60aba,6,1,5999,2,1,4
c820d8fa67f6a8cf,5,1,498,3,1,1
bc88c0882a1ab3e0,2,1,5299,4,1,4
b31fc83d2024cf11b25e78bb8310dcad73344254,8,1,49,2,1,1
badf70b98a03603e,8,1,50,2,1,1
040ca0ab958f47ed6c9d95eb2f19179f5d2dfa36,2,1,68,4,1,1
4970ce3ee270a7d9,7,1,1699,2,1,3
9bcc1c1e0ff94f37aceb53e08f58ec1237415a5c,7,1,106,2,1,1
2c2b730175b1d0c45ab9ba650e3027f8c37639ec,2,1,89,4,1,1
305158d7eb9951c8,6,1,91.19999694824219,2,1,1
7ba25e7576f73d0f,0,1,59.900001525878906,1,1,1
87ea5e270fdfb7c8c7a99ca8d1955bfbc2a6aba7,2,1,200,4,1,1
7b749e7cc4419bd7,10,1,699,1,1,2
4ae41bf8d2119617,0,1,15,1,1,1
719d4c4229a44130,10,1,139,1,1,1
861580046393780-b0ccfef2ffce,5,1,11.899999618530273,3,1,1
8cebcbbd9835e9e3,5,1,24.700000762939453,3,1,1
ab1ae60f4ed9e24b,0,1,26.600000381469727,1,1,1
df50f60850466992,0,1,5999,1,1,4
e6fe2b3c07f1f325f812e37ecee8fad42f203a53,4,1,1699,3,1,3
c1636bd1a9b354372baa24374cfba015e0348ad6,7,1,75,2,1,1
ae08716476adc8ccde42931c49cbb34f950c1d4a,7,1,6148,2,1,4
68ed7d15b8ae7d2d,8,1,199,2,1,1
9a877943680ad2586969c2d87eb82637312b27a5,5,1,168,3,1,1
d385956d1a1be5bf0a46b59df92d97a7a01e9abb,1,1,51,5,1,1
b4ca3537161d36c64d98bc9ff9453db1cf234312,1,1,9.899999618530273,5,1,1
bd4fe0f354848ce632caf085b7fcbc6b3866d0af,5,1,5699,3,1,4
7aee082d18860507877e5f838ae533b18f6171be,11,1,50.900001525878906,1,1,1
24bb56455631a70c,0,1,33,1,1,1
6f9f40dec23aa035,2,1,129,4,1,1
7f00193f2f881f0a,3,3,15002,4,1,5
6db74df7dc884f7d,6,1,239,2,1,1
869245038631678-3ccd5d062280,10,1,15.5,1,1,1
903d59d276c71b34,3,1,56.900001525878906,4,1,1
96a92c31a2920aa961f88073b7efd5a5ecacdf04,5,1,60,3,1,1
b5820035e7b53122,5,1,49,3,1,1
ab47f8e1b914f2df,2,1,99,4,1,1
e8610d4ed8da575d,2,1,189,4,1,1
451e9661e199de0b815d8d33840cf288fbbe49a8,2,1,39.900001525878906,4,1,1
6dbb4c13356705030ca73cf6e267740c85e2bcb8,6,1,458,2,1,1
a7936b4f7cf3cd2d82d5ef2738fdf2cce720f540,2,1,69.9000015258789,4,1,1
3c8b4d66351f652c,6,1,19.899999618530273,2,1,1
868360048334253-3847bc1b995c,2,1,15.899999618530273,4,1,1
c3ef17b680479c9c38141af874db8fe92486666d,2,1,99,4,1,1
94ecfba304260af3,0,1,54,1,1,1
1b33eeeb5a128c766bfdf5b74ed7a52b3d4e2e88,10,1,149,1,1,1
08edd7ce56e2a6d8c60c95a51a5d3c2fcbadd452,5,1,787.2000122070312,3,1,2
03e27c20b5f3d3f8f03c9a8f75e8fb4fe2a0ff7c,9,1,39.900001525878906,1,1,1
f54f095b77662812,4,1,3299,3,1,3
14334be3db3c216a,7,1,36,2,1,1
866219036302817-2054fa12ee67,2,1,138,4,1,1
1760adc60573ea8f83a3545d14d760301b90d5b0,9,1,311,1,1,1
4ca87e57bc1e52ef27f168573fba976231090978,0,1,99,1,1,1
49e39032ffd2823df9c0bd92f40f6ea22ffe73a6,0,1,385,1,1,1
93c21a02274f855aacf48cad4cec8f283606b420,8,1,39.900001525878906,2,1,1
9ff3279e496a6f807c6612f1b1d17223ee79b259,11,1,120,1,1,1
597a62c739eab1a3,3,1,99,4,1,1
860809046814953-dc31d1011f71,3,1,168,4,1,1
9e87948ff7460823,5,1,199,3,1,1
143286b12b25da90,5,1,249,3,1,1
79813708758af90ab9ccf8a8a35169aa541837dc,0,1,133,1,1,1
ad549a52c077ebb9,2,1,320,4,1,1
869899048411412-d8ce3adacf6e,11,1,66.9000015258789,1,1,1
c261ae86bdb32caa,2,1,59.900001525878906,4,1,1
869379030059404-c49f4ccffd04,7,1,414,2,1,1
4a397b7f4723cc52bf5ceee30d40b55e01fb4bea,11,1,1198,1,1,3
5455dc9c40b73acc,7,1,1999,2,1,3
864071031576214-ec01ee023fb5,3,1,35.79999923706055,4,1,1
b5c2b0de931beedf85413614e4c2b5178455e65d,7,1,59.900001525878906,2,1,1
869994037125790-40a1083b6d9b,1,1,1499,5,1,3
e92c1bf1e2776076,10,1,15.800000190734863,1,1,1
037533e5f0c6c0fb,5,1,1126.800048828125,3,1,3
e336dd319550389f,4,1,5099,3,1,4
ed38a0e1a1ff6380,8,1,23.5,2,1,1
19bf138615b4a1b4,5,1,79,3,1,1
fa5b7382ca21ac17,5,1,54,3,1,1
735459f020fc2098,8,1,69,2,1,1
adc94f3e3c809c60e8afdda9e1936bdbe6011fa5,1,1,128,5,1,1
4ab9ef655264890d,1,1,109,5,1,1
6a6fb09aa7092988,1,1,199,5,1,1
82a1d3ee98b8b574,5,1,1149,3,1,3
30652c6c2a28f29f,4,1,2999,3,1,3
587f5e78069ad5f4,3,1,1499,4,1,3
32427efe650a474776a641ff17ed792bf7b17cab,5,1,16999,3,1,5
3542e0b9b62b6c36,4,1,169,3,1,1
de4c9103ffdcd00ca0930fa6b24b18d723a2519c,1,1,59.400001525878906,5,1,1
3c9c48b743c16072,5,1,199,3,1,1
1025f7a56ce2dbea985a4a9ea6818f097a07d570,11,1,29.899999618530273,1,1,1
866875032452953-00904c429943,11,1,25.899999618530273,1,1,1
f2b17c9cf3b1a65e,8,1,88,2,1,1
a680056c0e75ba51,2,1,196,4,1,1
e9a2b335f6ed1531e4cea0e9d4649dbaa5a8db00,5,1,4399,3,1,3
69e3d4a8b55eeec4,4,1,68,3,1,1
bae0e8399cad2c2b51dd1239ee6848b37842b768,0,1,120,1,1,1
63c8fbe830aaac30,5,1,399,3,1,1
e1985b180b85be59,7,1,1299,2,1,3
83be4d27e2f5fa7f,6,1,38,2,1,1
99c0f06a0329b0a1cfdc25e0fd74696f6019beac,9,1,168,1,1,1
e55c6ef1b06311050ea11d4b597aa6fc1e87aaab,5,1,76,3,1,1
7827cb55e3f24063b61efd4bb7341c892750544b,8,1,128,2,1,1
c535217ad20fce26b99ce66c7e2ad762a5e0376b,6,1,39.900001525878906,2,1,1
31fdca5dc7c7030caaa437efda0b5719d173487d,5,1,159,3,1,1
6ae13f645d9f1536e50e77b4147a87434d055e98,6,1,29.799999237060547,2,1,1
ace383bd256ee70b,7,1,36,2,1,1
16ff8d4cfd825e3e50dd88deb1432498900da661,3,1,158,4,1,1
0a3f90065d19d0ff,7,1,39.900001525878906,2,1,1
99001128047616-a45046e6d633,5,1,35,3,1,1
3ef7d4ccbcf5cc0ea7dc7966ec5db58c6c5c9bd0,3,1,368,4,1,1
7a0310c61186005d0f7f0080bf08a44e54919618,6,1,159,2,1,1
812450daf9dfed6c,8,1,399,2,1,1
4c4821e34582d53684e8a0e8205ff35ef8c6fa1c,7,1,318,2,1,1
865129047905600-fc874357388d,5,1,299,3,1,1
02d9549738b246f6,11,1,3000,1,1,3
89602e3916d6957,4,1,5999,3,1,4
9f407498c11bc7fbf20be3354408d4cfba4ef277,3,1,5999,4,1,4
86e8c8a77748d7ad,6,1,39.900001525878906,2,1,1
4e1d5cab6ce1e4b30b0ba0f4c989f94218b6e8c6,8,1,22.899999618530273,2,1,1
9ef355ba5156bdb0,2,1,74.9000015258789,4,1,1
0f44044f75d365752ab08914ac33222ff41e301b,5,1,82.5,3,1,1
55bac7ad7deacbba398f695416492a37e3f455ad,10,1,44,1,1,1
b4c3a79d8e8757fb,6,1,29.899999618530273,2,1,1
810459ccc2418028f635879afb79b2e7580e5e0e,5,1,69.9000015258789,3,1,1
48af549dd8bd6828,10,1,336,1,1,1
3596a9e0e9873524d8e5cb606f8058ffaba4b508,4,1,978,3,1,2
dbd08af9c5ce16db1d857a43d4176502ad6d6fa5,5,1,58,3,1,1
675e2613b46121ea,3,1,58,4,1,1
864905041418398-a8e544c8125e,10,1,99.80000305175781,1,1,1
3f3d2fc81cfc28c425296b79770aedea7aa785d0,6,1,68,2,1,1
7e9cb496cb7539beccac7776bd22125d5d460587,5,1,27,3,1,1
817a05f339192af7d908aa1f5a83d53e12934d2f,2,1,79,4,1,1
0ab51388e8c6f0b4,0,1,58,1,1,1
99ed30565fd64c3db036005dfc755d81c0444f00,7,1,50,2,1,1
b36bceeb191a56c1,10,1,98,1,1,1
48179ddb8dcb355c,8,1,59,2,1,1
865097049863111-f0e4a2dfc9ba,4,1,1799,3,1,3
710c6a74e3f77f8c,10,1,70.62999725341797,1,1,1
464f8d3cf8fbcdd5,3,1,7350,4,1,4
864708040662143-243154d09ae6,11,1,89,1,1,1
c6b57b7de0d615fe05c8db590d9bc69c6d3e5aff,10,1,97.9000015258789,1,1,1
fbe75689d88af1ae1465b42705b7dd99fb010cba,0,1,59.900001525878906,1,1,1
ace10b2eb0c49262,3,1,339,4,1,1
ff70de8780b46f8b171b057b2094bd6e21328bc7,7,1,13,2,1,1
bb060658dd426745,8,1,5999,2,1,4
88023e6f50ef3d28,1,1,125,5,1,1
f183b9e18aa97113,4,1,188,3,1,1
1a3f0f1b87da79a432ca26b1bf499152a116a576,4,1,44.900001525878906,3,1,1
6b6cd5dd136ae5d2,0,1,53,1,1,1
805e6083a9981fce2c94df2c2b68438abd8b405b,2,1,3699,4,1,3
3224595a18928535d318b2ed62ae872aaef961cd,11,1,99,1,1,1
7af1c1d832d2325ecb9a86c372d9ca4321b25a3c,7,1,2399,2,1,3
f2b1108b155631fa1ca30b5c064d65d034caa7a7,7,1,1410,2,1,3
867661049826853-488764635b85,1,1,22.899999618530273,5,1,1
7ab7779125e8e2a2ec9a5702cd9d4a49c35c0f08,2,1,40,4,1,1
764d347500db9d36,3,1,99,4,1,1
9619be45ef5d8d94,4,1,1499,3,1,3
87b675a701669648,6,1,49.900001525878906,2,1,1
64f104ac52834334,0,1,8799,1,1,4
32751859cf6b2b9683d91d3cc8b5c8a6501344ce,7,1,89.9000015258789,2,1,1
e7f4cbecc51d2b9b5939b79c574b897e324dceab,4,1,1399,3,1,3
885e49e34fb4f31d,8,1,1699,2,1,3
0604ec52e2d8303c,7,1,199,2,1,1
5996980d487c5b54cc6d2fe4198e6dd3a67726e6,11,1,1160,1,1,3
10b1e2127ceb7c99,5,1,29,3,1,1
fca388e4bf9bf97a,8,1,206,2,1,1
869587043901384-483fe925dafd,3,1,2998,4,1,3
28a4c72a9ba68d8d3f86de749f9b77985b0ff11f,2,1,799,4,1,2
32f33262105770dc,5,1,2999,3,1,3
d84fd5255e251450,4,1,320,3,1,1
868663039953894-a45046251379,3,1,29.799999237060547,4,1,1
bcc06163754e9cd1,8,1,19,2,1,1
309f25844393061a,5,1,2999,3,1,3
866002042648864-08318b4f130e,10,1,10.899999618530273,1,1,1
f2c6b58897040b8a,2,1,4699,4,1,3
74fbd68d4feae1a8,0,1,59.900001525878906,1,1,1
a3b541e24fc3b296,4,1,72.80000305175781,3,1,1
868026047047275-7c942a05d0f5,5,1,15.899999618530273,3,1,1
61825f44e782c3ca,8,1,138,2,1,1
e41c94f59ff1fcae,0,1,199,1,1,1
a88487c131d3b25d,5,1,3499,3,1,3
2cee0c16ad0160ff,9,1,39,1,1,1
276ca13dfd35e06960f803d354905c6a1976cfa8,11,1,418,1,1,1
f4ec6718b3a8da5a2e30d0a17737393fed2d3da4,3,1,102,4,1,1
b9f32e94b288d2553855c8b91296daf3d0df9367,4,1,5999,3,1,4
56746a06fc6211a1,4,1,68,3,1,1
9728fbd61ecd795c7196399561467e2bc30ae00d,3,1,89,4,1,1
3611f872c245cdd28608fb9460b89efe7b628d47,5,1,49.900001525878906,3,1,1
683ce3f73f457a8817be967b9ec9677cdf534adf,3,1,509,4,1,2
f3b5c4f7c776f3f7,5,1,6599,3,1,4
c9f0c18669ff8106,9,1,13.5,1,1,1
edff325798cc983d,7,1,1599,2,1,3
b80063314549c123,5,1,119,3,1,1
7df5bdba35540a13,5,1,90.9000015258789,3,1,1
e409ebe40e592cbe09c2e2ff3d9decdfec9a32ba,11,1,69.9000015258789,1,1,1
863563043007759-24fb65a06858,2,1,118,4,1,1
27e754c884352bc7,3,1,4699,4,1,3
5430785de97d37c31340679703f39224392ad1bf,11,1,109,1,1,1
1302ea76a8898a46,0,1,226,1,1,1
f33d9538fd1c4677f0aecb380fa6e07d40ee04bc,1,1,278,5,1,1
869787048950291-2479f3de2f8d,11,1,3599,1,1,3
56a5ae7932a09781361188b08a173a7ed4c7c591,1,1,698,5,1,2
866775048145122-1cb79625162b,8,1,15.800000190734863,2,1,1
869706036372953-4cc00aaeda0d,4,1,5299,3,1,4
4b855cc6f49a5f79,1,1,69,5,1,1
77bf25a7f7b179a35c4b53ef2a396068e0c54804,6,1,899,2,1,2
9e5cb61bfb38fb01,6,1,149,2,1,1
336525a751875e76,4,1,6988,3,1,4
c7e3c0d5ba45d196209677b6dbea7513bdf53248,5,1,139,3,1,1
5b2adfc48bb8bcc5,5,1,54.900001525878906,3,1,1
d4444e1e2d9bdb3f,4,1,3499,3,1,3
866632041821961-e024818300a4,5,1,179.8000030517578,3,1,1
469663bcbc4ce720,8,1,5299,2,1,4
1377a24a164bedc9,6,1,19.899999618530273,2,1,1
8d9af4c65fa34ed0f8b6bee6423e6eaf99f670b7,6,1,39.900001525878906,2,1,1
c2a3ad94826ee3c4,10,1,999,1,1,2
c895bdbf699e68cae40bedc02d91772471a9c4ad,3,1,9.800000190734863,4,1,1
5ce5fce58956e69e,9,1,459,1,1,1
9cf26b1ef0fd56b2b334dcdfea0328bed7477277,2,1,5999,4,1,4
d5bfcdcd81c0f125,0,1,3799,1,1,3
d135a565fbce2eded5d7978788a3ae2ce11f16d0,11,1,128,1,1,1
979844485d2b160c,4,1,599,3,1,2
864156046098237-4c6f9c63e301,8,1,408,2,1,1
4c699e1de334bb0691ff15c7196e2195329c8aef,4,1,999,3,1,2
2512226872a4aa0b,2,1,88,4,1,1
ef0b0882e1faed9c,9,1,59,1,1,1
5d21603dcf7dd4d5,9,1,13.800000190734863,1,1,1
df1c7de2a28fdb9a,6,1,5.900000095367432,2,1,1
1c6d12cb5e3ad4f2,5,1,76.80000305175781,3,1,1
198c3da87aca95b714bb48dfe10c255e05fc97c1,7,1,6799,2,1,4
9335f664a154f631,2,1,800,4,1,2
ec979ee76ebaa525ee445c6d97965bf74abb084a,0,1,25,1,1,1
7dd90a832cce46bf,5,1,279,3,1,1
2f2124f308db8b58,7,1,34.900001525878906,2,1,1
a7d5af1997e71341a712471fa6035e82f2b4f660,5,1,99,3,1,1
4c98730705ef76401358905d49cd408baf883d14,5,1,1499,3,1,3
e06ff82fb2d40608,11,1,139,1,1,1
9fca09bcc0daaaa323c361239776ccccdf50f8e3,10,1,1280,1,1,3
861407046025768-ec3cbbdf1776,4,1,1295.9100341796875,3,1,3
4566d88ef62cdcdeb6dccd67bd03a74fa6c66832,5,1,370,3,1,1
862902046279091-309435b81763,10,1,6876,1,1,4
860427048815793-0c20d354c7fd,6,1,12.899999618530273,2,1,1
c3f0ed2cd41eeef8,8,1,79.9000015258789,2,1,1
8e9dd4a6e00cde878bc20360a1bbdf8e9728a9ee,6,1,59.79999923706055,2,1,1
9d6e6dda3cc9305556f2c62e59d74741ff9cf575,3,1,37,4,1,1
8d261402a78d949ddf947fb3a07a4a9f068194f6,10,1,438.8999938964844,1,1,1
4e454501d4126406869bd6c0b63de2f80a54db67,5,1,399,3,1,1
e3171a2f3903ddf4,5,1,3999,3,1,3
2edef2074b2b4782,4,1,99,3,1,1
6ef19f5a42c68a76,1,1,49,5,1,1
89a768bb290d32ab7b4793cdf8be5ff0b9428560,2,1,106,4,1,1
43ee34b3839b3723e5ffbd9249fb721bffd34465,1,1,89,5,1,1
1552b6c4d1a2d082,11,1,89,1,1,1
1299cb2ec79f7d68c09b80ab9f9ced3e94970f9a,0,1,16.799999237060547,1,1,1
b7a477253687357b,11,1,1799,1,1,3
861243042296917-b89436ddc3eb,4,1,1499,3,1,3
e1562e1a28ecd20fccacc8f88cd3f297129c29e8,1,1,28.799999237060547,5,1,1
c037262af3beabc6,7,1,16.899999618530273,2,1,1
23f41405f2eb800f,2,1,929,4,1,2
b494b14d3fa33958,0,1,399,1,1,1
dd7c8c1c09f00bf9,3,1,259,4,1,1
86daaee37b275aca,10,1,119,1,1,1
9f1bbcf537e6221ae813d82cf70a69eee38b33d6,5,1,19.899999618530273,3,1,1
93948e5375245bb6893a2cf93a2603f7cb81f88f,8,1,59.900001525878906,2,1,1
b0c03eb0439696e2af4ec2564c5366abde31b451,8,1,9.899999618530273,2,1,1
1c50542b4c6f22b9,8,1,18,2,1,1
866546044884034-c02e257ac41d,5,1,2421,3,1,3
6b4262cdb3ebdaff,9,1,169,1,1,1
39760542b3a187062d1e956ea3f35dfb77c3f470,10,1,228,1,1,1
3833bd831820cd06,10,1,718,1,1,2
869621041385264-d0d7834ad867,4,1,11.899999618530273,3,1,1
e28b8fdf1c4654f062b9acad87566a6ff92c74b6,4,1,7.900000095367432,3,1,1
d23a2771b9fd343724e41784d081842dc519e901,10,1,9799,1,1,4
c5dd2208eb923413748ee7259169ba76e3186d08,5,1,299,3,1,1
54524def85ac1a11,2,1,79,4,1,1
94598751742b2b1c,8,1,12.899999618530273,2,1,1
5f640efe5d52e3e8b6e6de3390bd1c75064e5200,4,1,95,3,1,1
f5d08c5b3cb912d75f0080a71eea9b9157744e90,6,1,60,2,1,1
860950045772048-e4fda10331ed,7,1,226,2,1,1
24296c5e777dca381be3bc0abf77fa930d0b7b9c,10,1,110,1,1,1
0c6910737576e7d4,11,1,1999,1,1,3
ad82adcf58759918ec7235d130ba815ef1f5c283,5,1,499,3,1,1
4943e66e3f9798d1,7,1,18,2,1,1
c394663341d8619e377910cab8d1f6fd1e5cb9ac,10,1,299,1,1,1
fce1a2615b490e28,8,1,429,2,1,1
19c3f42ceda9679eeadf1e42585d5250e9787584,3,1,259,4,1,1
76bdc536a0ff34e0,0,1,148,1,1,1
cb1bd90f0d6824db,0,1,59.900001525878906,1,1,1
8ed226f94a3d68ea820ca927a9ea9e97683486bd,8,1,45.79999923706055,2,1,1
862520045100769-4459e3681e9a,4,1,59.900001525878906,3,1,1
860595041048842-b8c3855b2b5f,7,1,10.800000190734863,2,1,1
1fc46c5f01244934,5,1,200,3,1,1
869940038628910-4cc00a2a261f,7,1,174,2,1,1
191c8265231485be,11,1,38,1,1,1
138308321859745d,8,1,119,2,1,1
3c6e4e469d4d7a08,8,1,1399,2,1,3
619c8a1875ad22a4,3,1,23,4,1,1
1ea5ca1f966899ee,10,1,129.8000030517578,1,1,1
2a0b04618e84270cd0d74db4a23d2271deee050b,10,1,89,1,1,1
1be348beab1b6758c04f8030e5d680c17a3fb6ab,10,1,49,1,1,1
9a8600f91c7c2534,5,1,7699,3,1,4
b3351d11c7e0fe4500a6c53f6208ae52479c40e4,9,1,6999,1,1,4
19e99d7a9f97cda1,1,1,159,5,1,1
6cbecf40792e541c,5,1,19,3,1,1
32f063ad59d60c20,6,1,56,2,1,1
496b50f5f338908d,7,1,9799,2,1,4
e37e57dd76fdf31b,9,1,89,1,1,1
050453467141c101,5,1,269,3,1,1
8cb1e682462569a4d9bc6e09ae03070ac3a6515c,3,1,256,4,1,1
dd0403ca9d76ed99faba782e85a25de0cf79c3c9,2,1,122,4,1,1
862729042855107-acbd70207d4c,6,1,159,2,1,1
50d5b87ecb44861813e35c5039b7a3562aedee7e,5,1,1399,3,1,3
ada580164f415428,10,1,75,1,1,1
e0437ce17eb61e84,6,1,499,2,1,1
57cffce5f846d282,3,1,69,4,1,1
57420322410d3cc2,3,1,69.9000015258789,4,1,1
58272e456d90a59a97bed0a3c41b96e8903fde52,10,1,219,1,1,1
fee6b1c0125af7ed,5,1,109,3,1,1
d2eda97a1a2ccde1,2,1,209,4,1,1
03eb71853906f9d1e2c18114c3e4379d418a8fbf,10,1,87.80000305175781,1,1,1
c9e2a226e82fcf0c,5,1,3499,3,1,3
e9431167996456b2619c7ae267d40f6d79f24e54,1,1,4199,5,1,3
863953046228819-d81edd1e1b7f,7,1,1399,2,1,3
867362040547594-242e0243f019,5,1,618,3,1,2
0d8f3ceb9b56fc11,4,1,559,3,1,2
f7fd2aa6a1dd1fad,8,1,159,2,1,1
4c41a251ab851a7db2ae6596add12a5f512d247e,9,1,138,1,1,1
4c78cfb4b77d654ebc3eb9102733de4773693b6b,2,1,99,4,1,1
f4f2299c48e2bb9c84e00861e1a9806ee5a0fe0f,4,1,99,3,1,1
ca9db29d979dd77978c2f9518bf3c7022797d056,7,1,6799,2,1,4
6773914a8de45ca1d62704d0b4f5b553f327c7de,5,1,49,3,1,1
3d31b04283aa27be5af9c00e9a95b1e7c8fa5eba,5,1,4771,3,1,3
6d864e5ef0ec0704e41e22b3743a1622e1e79c90,0,1,599,1,1,2
860204043742011-e0dcfffefe53,10,1,1299,1,1,3
be9c4956c63a24a9912fdae1d657d5cdcbe56591,1,1,54,5,1,1
725d40a5648c5b03,9,1,59.900001525878906,1,1,1
9e259291ca1cd8ef,2,1,89,4,1,1
867652038473492-7047e98a2dcb,3,1,6499,4,1,4
9a82524d45164188,4,1,239,3,1,1
0a2a586b7acd5325,6,1,199,2,1,1
2eb2f8c49538cb21,1,1,659,5,1,2
77a05c3cddabc079,5,1,218,3,1,1
be487313c0d3cd74,10,1,509,1,1,2
577162613fe753061e4e268b1de62087b38a6328,1,1,615,5,1,2
b8bfc22a66f7f2ff44a51ea4d9216c628b5df8b6,5,1,299,3,1,1
868912046065923-fcab9017fd26,10,1,398,1,1,1
b1ab6ff842fd10f5,8,1,599,2,1,2
c9883551840d2d2a,3,1,118,4,1,1
49d6e92f81b76515,2,1,889,4,1,2
759971e1d43d687e,6,1,2421,2,1,3
866302048341096-68a03eeeb942,3,1,2399,4,1,3
fecae8c0d5b91203b679d471cedf24081d125baa,4,1,55.900001525878906,3,1,1
b9f1b650e47e1317,2,1,2599,4,1,3
0d590bb22704cd60,5,1,11,3,1,1
652bb6c1fa336ffb7b1e9c53eeb4e2e27ae7fb45,1,1,72,5,1,1
a4e0a964ffff1647ee874b5a670358d663ab81f2,5,1,350,3,1,1
278068e8adc433bd,5,1,79,3,1,1
23ebb5ffa2c252ef,4,1,169,3,1,1
c02f193e735ea588e279941023e21da46ef86f16,2,1,59,4,1,1
393665a58da5cb55,3,1,300,4,1,1
a2a0daf9a1b138e3,3,1,299,4,1,1
